,strctid,gsq_foot,x,y,numprec
16030,S0015478,1813.958,-94.52158,37.07412,1.0
16031,S0015476,2346.371,-94.52165,37.07346,2.0
16032,S0015428,1410.515,-94.521,37.07384,1.0
16033,S0015688,943.7889,-94.52162,37.07386,2.0
16034,S0015689,1664.957,-94.52162,37.0737,2.0
16035,S0015431,1917.336,-94.52103,37.07359,0.0
16036,S0015689,1664.957,-94.52162,37.0737,0.0
16037,S0015430,1538.429,-94.52102,37.0737,0.0
16038,S0015430,1538.429,-94.52102,37.0737,0.0
16039,S0015478,1813.958,-94.52158,37.07412,0.0
16040,S0015475,948.9869,-94.52142,37.073440000000005,0.0
16041,S0015409,1414.662,-94.52048,37.07385,2.0
16042,S0015411,1558.465,-94.52048,37.07371,2.0
16043,S0015398,1969.185,-94.51993,37.07341,3.0
16044,S0015406,1474.821,-94.51985,37.074090000000005,3.0
16045,S0015407,1510.0739999999998,-94.52051,37.0741,2.0
16046,S0015404,1564.013,-94.51984,37.07396,3.0
16047,S0015682,944.7832,-94.52028,37.07341,3.0
16048,S0015413,1599.975,-94.52052,37.07357,4.0
16049,S0015407,1510.0739999999998,-94.52051,37.0741,3.0
16050,S0015411,1558.465,-94.52048,37.07371,0.0
16051,S0015401,1101.102,-94.51985,37.07367,0.0
16052,S0015406,1474.821,-94.51985,37.074090000000005,0.0
16053,S0015682,944.7832,-94.52028,37.07341,0.0
16054,S0015677,1359.688,-94.52029,37.0741,0.0
16055,S0015354,1742.394,-94.51936,37.07407,3.0
16056,S0015356,1896.923,-94.51934,37.07381,2.0
16057,S0015675,1050.274,-94.51896,37.07404,7.0
16058,S0015349,1673.947,-94.51877,37.0735,2.0
16059,S0016146,1462.7520000000002,-94.51875,37.07391,3.0
16060,S0015359,1544.13,-94.5194,37.0734,3.0
16061,S0015355,1463.4160000000002,-94.51936,37.07394,7.0
16062,S0015352,1129.111,-94.51872,37.07378,6.0
16063,S0015358,2208.069,-94.51939,37.0735,1.0
16064,S0015357,1551.576,-94.51935,37.07367,5.0
16065,S0015351,1985.098,-94.51875,37.073640000000005,0.0
16066,S0015347,2213.097,-94.51883,37.07341,0.0
16067,S0015322,1729.608,-94.51759,37.074,6.0
16068,S0015323,1646.12,-94.51825,37.07379,2.0
16069,S0015321,2217.755,-94.51765,37.07386,1.0
16070,S0015326,1878.782,-94.51824,37.07338,1.0
16071,S0015673,1596.692,-94.51819,37.07402,2.0
16072,S0015325,1760.021,-94.51825,37.07349,4.0
16073,S0015320,1788.895,-94.5176,37.07375,3.0
16074,S0015318,1954.675,-94.51764,37.07347,2.0
16075,S0015324,1354.165,-94.51826,37.07363,0.0
16076,S0015319,2078.426,-94.51765,37.07361,0.0
16077,S0015266,927.9037,-94.51639,37.073440000000005,2.0
16078,S0015271,896.7897,-94.51684,37.07399,5.0
16079,S0015663,1635.557,-94.51642,37.07359,1.0
16080,S0015259,1675.152,-94.51709,37.07386,3.0
16081,S0015261,2047.486,-94.51713,37.07359,5.0
16082,S0015661,1627.6229999999998,-94.51666,37.0733,3.0
16083,S0015258,1831.251,-94.51706,37.07399,1.0
16084,S0015259,1675.152,-94.51709,37.07386,1.0
16085,S0015264,1093.155,-94.51714,37.07331,1.0
16086,S0015261,2047.486,-94.51713,37.07359,3.0
16087,S0015264,1093.155,-94.51714,37.07331,1.0
16088,S0015663,1635.557,-94.51642,37.07359,1.0
16089,S0015661,1627.6229999999998,-94.51666,37.0733,2.0
16090,S0015265,1240.42,-94.51641,37.0733,3.0
16091,S0015269,2541.851,-94.51643,37.07391,1.0
16092,S0015265,1240.42,-94.51641,37.0733,6.0
16093,S0015269,2541.851,-94.51643,37.07391,0.0
16094,S0015263,2481.383,-94.51708,37.07346,0.0
16095,S0015263,2481.383,-94.51708,37.07346,0.0
16096,S0015258,1831.251,-94.51706,37.07399,0.0
16097,S0015260,1309.214,-94.51708,37.07375,0.0
16098,S0015260,1309.214,-94.51708,37.07375,0.0
16099,S0015526,1745.8370000000002,-94.5159,37.07329,1.0
16100,S0015525,1962.271,-94.51591,37.07342,2.0
16101,S0015523,2331.853,-94.51591,37.07356,3.0
16102,S0015527,1625.715,-94.51532,37.07397,2.0
16103,S0015532,1645.604,-94.51532,37.07355,1.0
16104,S0015528,1283.83,-94.51531,37.07381,2.0
16105,S0015527,1625.715,-94.51532,37.07397,1.0
16106,S0015651,1516.644,-94.51533,37.07328,1.0
16107,S0015531,1865.811,-94.51531,37.07367,4.0
16108,S0015527,1625.715,-94.51532,37.07397,1.0
16109,S0015520,1872.736,-94.51477,37.07368,2.0
16110,S0015520,1872.736,-94.51477,37.07368,0.0
16111,S0015540,1456.135,-94.51534,37.07261,1.0
16112,S0015553,1503.499,-94.51597,37.07222,1.0
16113,S0015537,1699.3629999999998,-94.51552,37.07287,1.0
16114,S0015548,2035.553,-94.51594,37.07263,2.0
16115,S0015655,1571.7,-94.51595,37.07236,1.0
16116,S0015546,4466.618,-94.51591,37.07291,3.0
16117,S0015551,1083.819,-94.51573,37.0725,1.0
16118,S0015546,4466.618,-94.51591,37.07291,1.0
16119,S0015537,1699.3629999999998,-94.51552,37.07287,1.0
16120,S0015554,1348.984,-94.516,37.07208,1.0
16121,S0015649,1708.854,-94.51537,37.07208,1.0
16122,S0015539,1385.678,-94.51555,37.07272,0.0
16123,S0015544,1419.001,-94.51535,37.07217,0.0
16124,S0015544,1419.001,-94.51535,37.07217,0.0
16125,S0015279,1433.331,-94.5172,37.07225,2.0
16126,S0015272,1703.681,-94.51713,37.07307,2.0
16127,S0015277,1322.3470000000002,-94.51717,37.07258,2.0
16128,S0015276,1163.674,-94.51717,37.07268,2.0
16129,S0015274,1376.682,-94.51717,37.072790000000005,2.0
16130,S0015273,1796.159,-94.51711,37.07293,1.0
16131,S0015667,802.9256,-94.51688,37.0724,1.0
16132,S0015664,1036.624,-94.51717,37.07238,1.0
16133,S0015284,570.4266,-94.51684,37.07304,4.0
16134,S0015278,1161.601,-94.51715,37.07249,5.0
16135,S0015281,1357.785,-94.51689,37.07209,2.0
16136,S0015660,3893.952,-94.5164,37.07293,1.0
16137,S0015287,1692.608,-94.51644,37.07265,1.0
16138,S0015288,979.0544,-94.51645,37.07249,2.0
16139,S0015290,1369.2,-94.51646,37.07224,1.0
16140,S0015288,979.0544,-94.51645,37.07249,2.0
16141,S0015287,1692.608,-94.51644,37.07265,1.0
16142,S0015289,1253.391,-94.51645,37.07238,4.0
16143,S0015659,1313.716,-94.51644,37.072790000000005,2.0
16144,S0015659,1313.716,-94.51644,37.072790000000005,3.0
16145,S0015660,3893.952,-94.5164,37.07293,3.0
16146,S0015289,1253.391,-94.51645,37.07238,2.0
16147,S0015281,1357.785,-94.51689,37.07209,2.0
16148,S0015287,1692.608,-94.51644,37.07265,0.0
16149,S0015290,1369.2,-94.51646,37.07224,0.0
16150,S0015280,2036.951,-94.51722,37.07207,0.0
16151,S0015280,2036.951,-94.51722,37.07207,0.0
16152,S0015313,1864.787,-94.51765,37.07254,3.0
16153,S0015316,3562.402,-94.51765,37.07307,3.0
16154,S0015327,1867.542,-94.51826,37.07307,4.0
16155,S0015315,1234.2,-94.51763,37.07267,2.0
16156,S0015306,1763.149,-94.51766,37.07212,1.0
16157,S0015335,1481.049,-94.51831,37.07227,2.0
16158,S0015330,1340.511,-94.51831,37.07295,1.0
16159,S0015672,1739.6270000000002,-94.51762,37.0724,6.0
16160,S0015334,1858.56,-94.51826,37.0724,1.0
16161,S0015311,1680.172,-94.51765,37.07225,4.0
16162,S0015332,1259.7089999999998,-94.51829,37.07281,1.0
16163,S0015337,1689.8629999999998,-94.5183,37.072140000000005,1.0
16164,S0015371,2204.9570000000003,-94.51942,37.07215,1.0
16165,S0015366,1516.292,-94.51942,37.07258,4.0
16166,S0015364,1617.937,-94.51944,37.07271,1.0
16167,S0015370,1723.043,-94.51945,37.07229,3.0
16168,S0015360,1901.959,-94.51939,37.07311,1.0
16169,S0015368,1597.195,-94.51943,37.07244,1.0
16170,S0015361,1238.01,-94.51941,37.07299,1.0
16171,S0015363,1346.213,-94.51943,37.07285,0.0
16172,S0015393,1020.546,-94.51989,37.07283,2.0
16173,S0015391,1067.914,-94.51987,37.07268,2.0
16174,S0015397,2547.896,-94.51988,37.07314,2.0
16175,S0015389,1518.9029999999998,-94.51991,37.07244,2.0
16176,S0015387,1787.333,-94.51993,37.07229,3.0
16177,S0015684,1671.191,-94.52055,37.07263,1.0
16178,S0015385,1510.594,-94.51994,37.07218,2.0
16179,S0015390,4091.228,-94.52003,37.07257,4.0
16180,S0015415,1380.958,-94.52055,37.07275,5.0
16181,S0015418,1223.133,-94.52058,37.07222,1.0
16182,S0015417,1088.822,-94.52055,37.07249,0.0
16183,S0015387,1787.333,-94.51993,37.07229,0.0
16184,S0015385,1510.594,-94.51994,37.07218,0.0
16185,S0015389,1518.9029999999998,-94.51991,37.07244,0.0
16186,S0015414,1214.721,-94.52054,37.0729,0.0
16187,S0015415,1380.958,-94.52055,37.07275,0.0
16188,S0015440,1612.933,-94.52109,37.0722,3.0
16189,S0015433,1824.688,-94.52104,37.073170000000005,1.0
16190,S0015435,1728.581,-94.52106,37.07291,1.0
16191,S0015434,1890.038,-94.52101,37.07303,3.0
16192,S0015460,1968.68,-94.52171,37.07225,4.0
16193,S0015470,1913.715,-94.52166,37.07266,2.0
16194,S0015465,1471.139,-94.52168,37.07253,2.0
16195,S0015686,1564.009,-94.52107,37.07278,2.0
16196,S0015473,1190.989,-94.52165,37.07305,1.0
16197,S0015462,1689.735,-94.52168,37.072390000000006,5.0
16198,S0015472,2890.002,-94.52168,37.07291,2.0
16199,S0015471,1577.677,-94.52168,37.07278,7.0
16200,S0015691,1599.9589999999998,-94.52143,37.073170000000005,4.0
16201,S0015474,1894.857,-94.52165,37.07319,0.0
16202,S0015438,1825.544,-94.5211,37.07236,0.0
16203,S0015995,2300.887,-94.52174,37.07113,5.0
16204,S0015450,2080.504,-94.52171,37.07141,4.0
16205,S0015993,1670.514,-94.52173,37.071,5.0
16206,S0015456,2256.831,-94.52171,37.07182,6.0
16207,S0015975,1520.526,-94.5211,37.07127,6.0
16208,S0015458,1169.892,-94.52171,37.07195,1.0
16209,S0015446,2297.277,-94.52112,37.07166,3.0
16210,S0015445,1637.31,-94.5211,37.0718,4.0
16211,S0015694,1710.948,-94.52113,37.07154,1.0
16212,S0015442,1443.7089999999998,-94.5211,37.071940000000005,3.0
16213,S0015452,1887.601,-94.52171,37.07155,5.0
16214,S0015980,1334.6370000000002,-94.52113,37.07098,2.0
16215,S0015448,1640.588,-94.52113,37.0714,2.0
16216,S0015977,1123.547,-94.5211,37.07112,4.0
16217,S0015454,1998.915,-94.52171,37.07169,1.0
16218,S0015997,1214.722,-94.52173,37.07127,0.0
16219,S0015959,1563.436,-94.5206,37.07123,1.0
16220,S0015424,1579.2220000000002,-94.52062,37.0714,1.0
16221,S0015380,2208.251,-94.51998,37.07151,1.0
16222,S0015383,1621.739,-94.51994,37.07178,2.0
16223,S0015956,1317.957,-94.52,37.07108,3.0
16224,S0015957,1619.628,-94.52,37.07123,5.0
16225,S0015963,1641.059,-94.5204,37.07095,2.0
16226,S0015962,1664.8929999999998,-94.52062,37.07097,7.0
16227,S0016092,2490.87,-94.52002,37.07096,1.0
16228,S0015422,1372.148,-94.52061,37.07153,3.0
16229,S0015420,1417.947,-94.52059,37.07179,5.0
16230,S0015384,1829.366,-94.51994,37.0719,5.0
16231,S0016150,1898.046,-94.52001,37.07136,0.0
16232,S0015381,1904.189,-94.51997,37.07164,0.0
16233,S0015961,1994.459,-94.52065,37.07111,0.0
16234,S0016093,1385.681,-94.51925,37.07094,1.0
16235,S0015927,1827.979,-94.51888,37.07093,4.0
16236,S0015930,1737.764,-94.51887,37.07107,2.0
16237,S0015708,2014.824,-94.51888,37.07148,3.0
16238,S0015375,1369.021,-94.51945,37.07154,4.0
16239,S0015378,1633.494,-94.51946,37.07141,2.0
16240,S0015696,1253.556,-94.51946,37.071740000000005,2.0
16241,S0015929,1164.401,-94.51909,37.07092,3.0
16242,S0015932,1349.69,-94.5195,37.07121,2.0
16243,S0015934,1052.758,-94.51951,37.07093,4.0
16244,S0015372,2468.57,-94.51943,37.07189,2.0
16245,S0015346,1044.403,-94.51878,37.07187,1.0
16246,S0015345,1410.513,-94.51884,37.0716,3.0
16247,S0016149,949.0313,-94.51951,37.07104,0.0
16248,S0015373,1617.937,-94.51948,37.07164,0.0
16249,S0015931,1639.688,-94.51888,37.07119,0.0
16250,S0015907,1715.956,-94.51769,37.071290000000005,1.0
16251,S0015298,1045.786,-94.51765,37.07142,1.0
16252,S0015909,947.8748,-94.51838,37.07118,1.0
16253,S0015341,1248.727,-94.51833,37.07157,1.0
16254,S0015299,1429.882,-94.51766,37.07156,1.0
16255,S0015302,1764.004,-94.51768,37.07182,2.0
16256,S0015338,1334.809,-94.51834,37.07185,2.0
16257,S0016129,1788.825,-94.51836,37.07103,2.0
16258,S0015342,1287.44,-94.51836,37.07147,3.0
16259,S0015906,1250.203,-94.5177,37.07116,2.0
16260,S0015300,1447.504,-94.51768,37.07168,2.0
16261,S0015908,1254.644,-94.51836,37.0713,1.0
16262,S0015904,1337.0220000000002,-94.51772,37.07101,4.0
16263,S0015911,1425.2089999999998,-94.51838,37.070890000000006,3.0
16264,S0015903,913.8135,-94.51772,37.0709,0.0
16265,S0015339,1645.591,-94.51831,37.07173,0.0
16266,S0016135,1356.4229999999998,-94.51793,37.07088,0.0
16267,S0016108,768.4385,-94.51595,37.07083,4.0
16268,S0016113,1309.913,-94.51604,37.07125,1.0
16269,S0016111,1252.688,-94.51605,37.0711,4.0
16270,S0016109,3382.901,-94.51601,37.07096,6.0
16271,S0015555,900.4118,-94.51602,37.0718,4.0
16272,S0015556,1624.33,-94.51598,37.07163,2.0
16273,S0015700,1689.5,-94.51605,37.07138,1.0
16274,S0015701,918.9021,-94.51579,37.0718,2.0
16275,S0015557,1313.876,-94.51604,37.07153,1.0
16276,S0015702,1064.11,-94.51534,37.07178,1.0
16277,S0015703,1349.6660000000002,-94.51534,37.07163,1.0
16278,S0015702,1064.11,-94.51534,37.07178,0.0
16279,S0015874,1276.772,-94.5172,37.071290000000005,7.0
16280,S0015874,1276.772,-94.5172,37.071290000000005,4.0
16281,S0015875,1265.528,-94.51721,37.07114,1.0
16282,S0015882,1152.254,-94.51653,37.07116,2.0
16283,S0015884,1086.924,-94.51649,37.07101,1.0
16284,S0015296,1197.031,-94.51648,37.0714,5.0
16285,S0015292,976.9852,-94.51723,37.07184,2.0
16286,S0015882,1152.254,-94.51653,37.07116,1.0
16287,S0015295,1244.573,-94.51723,37.07143,1.0
16288,S0015884,1086.924,-94.51649,37.07101,7.0
16289,S0015698,1014.156,-94.51691,37.07154,2.0
16290,S0015697,1124.616,-94.51694,37.07182,2.0
16291,S0015292,976.9852,-94.51723,37.07184,2.0
16292,S0015296,1197.031,-94.51648,37.0714,1.0
16293,S0015294,1443.717,-94.51722,37.07155,3.0
16294,S0015875,1265.528,-94.51721,37.07114,1.0
16295,S0015697,1124.616,-94.51694,37.07182,2.0
16296,S0015698,1014.156,-94.51691,37.07154,1.0
16297,S0015295,1244.573,-94.51723,37.07143,3.0
16298,S0015294,1443.717,-94.51722,37.07155,2.0
16299,S0015880,1822.782,-94.51656,37.071290000000005,1.0
16300,S0015293,1737.9029999999998,-94.51717,37.0717,2.0
16301,S0015878,1727.204,-94.51719,37.07101,4.0
16302,S0015880,1822.782,-94.51656,37.071290000000005,2.0
16303,S0015293,1737.9029999999998,-94.51717,37.0717,2.0
16304,S0015880,1822.782,-94.51656,37.071290000000005,0.0
16305,S0015879,1538.644,-94.5172,37.07088,0.0
16306,S0016099,1624.7279999999998,-94.5165,37.07083,0.0
16307,S0015888,11461.72,-94.51715,37.07053,2.0
16308,S0015887,1246.124,-94.51653,37.07031,3.0
16309,S0015886,1556.118,-94.51657,37.0704,0.0
16310,S0015889,1267.9160000000002,-94.51729,37.07018,0.0
16311,S0015915,1619.6270000000002,-94.51839,37.07009,4.0
16312,S0015914,1079.751,-94.51842,37.07023,1.0
16313,S0015895,1825.773,-94.51772,37.0702,3.0
16314,S0015902,1574.6629999999998,-94.5177,37.07061,2.0
16315,S0015899,986.821,-94.51765,37.07048,1.0
16316,S0015897,1780.652,-94.51773,37.07033,1.0
16317,S0015893,1982.903,-94.51776,37.07006,2.0
16318,S0015917,1133.739,-94.51841,37.06993,1.0
16319,S0015891,1585.219,-94.51778,37.06991,2.0
16320,S0015912,1172.579,-94.5184,37.07035,2.0
16321,S0016136,3231.402,-94.51833,37.07059,5.0
16322,S0016136,3231.402,-94.51833,37.07059,0.0
16323,S0015939,1628.7979999999998,-94.51949,37.07025,3.0
16324,S0015940,1364.7779999999998,-94.51955,37.07008,2.0
16325,S0015918,1210.363,-94.51891,37.06996,6.0
16326,S0015921,1626.932,-94.51892,37.07023,3.0
16327,S0015925,1349.946,-94.51888,37.07063,3.0
16328,S0015920,2077.711,-94.51894,37.0701,3.0
16329,S0015938,1528.049,-94.51952,37.0704,1.0
16330,S0015935,1640.7089999999998,-94.51951,37.07063,2.0
16331,S0015943,2167.273,-94.51955,37.0699,6.0
16332,S0015937,2093.193,-94.51949,37.07052,3.0
16333,S0015924,1380.944,-94.5189,37.07036,2.0
16334,S0015968,1433.049,-94.52068,37.07043,2.0
16335,S0015951,2570.041,-94.52003,37.07053,3.0
16336,S0015966,1685.323,-94.52063,37.07056,3.0
16337,S0015944,1007.769,-94.52003,37.0699,2.0
16338,S0015948,1732.316,-94.52007,37.07025,3.0
16339,S0015969,1360.185,-94.52067,37.07027,4.0
16340,S0015965,1479.669,-94.52065,37.07068,4.0
16341,S0015949,1284.604,-94.52002,37.07039,1.0
16342,S0015971,1441.214,-94.52069,37.07014,3.0
16343,S0015945,1196.922,-94.52003,37.07,2.0
16344,S0015954,1072.135,-94.52,37.07066,2.0
16345,S0015946,1833.423,-94.52004,37.07011,3.0
16346,S0016088,1893.694,-94.52117,37.07056,2.0
16347,S0015983,2170.1620000000003,-94.52121,37.06998,2.0
16348,S0015986,1639.0220000000002,-94.52176,37.070170000000005,3.0
16349,S0015989,2040.085,-94.52174,37.07031,2.0
16350,S0015992,1938.977,-94.52176,37.07069,2.0
16351,S0016089,1409.545,-94.52139,37.07063,2.0
16352,S0015982,2066.139,-94.52118,37.07035,4.0
16353,S0015991,2500.775,-94.52176,37.07047,1.0
16354,S0002260,2095.86,-94.52177,37.06913,1.0
16355,S0002262,1129.526,-94.5218,37.06927,3.0
16356,S0002262,1129.526,-94.5218,37.06927,1.0
16357,S0002260,2095.86,-94.52177,37.06913,2.0
16358,S0002721,3028.0690000000004,-94.52132,37.06862,1.0
16359,S0002721,3028.0690000000004,-94.52132,37.06862,1.0
16360,S0002721,3028.0690000000004,-94.52132,37.06862,0.0
16361,S0002251,1420.917,-94.52008,37.06912,1.0
16362,S0002579,1537.507,-94.52006,37.06936,4.0
16363,S0002251,1420.917,-94.52008,37.06912,1.0
16364,S0002247,1159.721,-94.52011,37.06872,2.0
16365,S0002252,1367.491,-94.52007,37.06922,2.0
16366,S0002249,1059.623,-94.52007,37.06895,1.0
16367,S0002245,1619.628,-94.5201,37.06857,2.0
16368,S0002579,1537.507,-94.52006,37.06936,4.0
16369,S0002245,1619.628,-94.5201,37.06857,0.0
16370,S0002249,1059.623,-94.52007,37.06895,0.0
16371,S0002247,1159.721,-94.52011,37.06872,0.0
16372,S0002556,1629.0279999999998,-94.51899,37.06951,1.0
16373,S0002558,1606.8570000000002,-94.51891,37.06847,1.0
16374,S0002578,1271.518,-94.51957,37.06853,3.0
16375,S0002293,1492.2089999999998,-94.51897,37.06877,3.0
16376,S0002732,1563.257,-94.51933,37.06951,3.0
16377,S0002557,1027.528,-94.51894,37.0693,1.0
16378,S0002294,1395.067,-94.51896,37.06866,2.0
16379,S0002287,1257.495,-94.51959,37.06879,1.0
16380,S0002575,1276.702,-94.51955,37.06944,2.0
16381,S0002292,1274.237,-94.51896,37.06891,3.0
16382,S0002293,1492.2089999999998,-94.51897,37.06877,1.0
16383,S0002285,1068.392,-94.51962,37.068940000000005,1.0
16384,S0002284,1435.885,-94.51959,37.06906,1.0
16385,S0002558,1606.8570000000002,-94.51891,37.06847,1.0
16386,S0002557,1027.528,-94.51894,37.0693,1.0
16387,S0002575,1276.702,-94.51955,37.06944,3.0
16388,S0002576,1347.3970000000002,-94.51959,37.06919,1.0
16389,S0002292,1274.237,-94.51896,37.06891,3.0
16390,S0002556,1629.0279999999998,-94.51899,37.06951,1.0
16391,S0002294,1395.067,-94.51896,37.06866,0.0
16392,S0002732,1563.257,-94.51933,37.06951,0.0
16393,S0002298,507.3361,-94.5182,37.06913,2.0
16394,S0002310,2082.155,-94.51785,37.06849,1.0
16395,S0003977,806.077,-94.51848,37.06914,1.0
16396,S0002297,836.7673,-94.51847,37.06891,1.0
16397,S0002715,887.584,-94.51832,37.06847,1.0
16398,S0002305,1210.447,-94.51783,37.06903,2.0
16399,S0002296,943.7454,-94.51849,37.06866,1.0
16400,S0002308,1827.088,-94.51784,37.06873,2.0
16401,S0002734,812.079,-94.51804,37.06953,1.0
16402,S0002298,507.3361,-94.5182,37.06913,1.0
16403,S0002301,568.5880000000001,-94.51846,37.06921,3.0
16404,S0002296,943.7454,-94.51849,37.06866,1.0
16405,S0002305,1210.447,-94.51783,37.06903,2.0
16406,S0002301,568.5880000000001,-94.51846,37.06921,1.0
16407,S0002552,1809.02,-94.51782,37.0695,1.0
16408,S0002555,1046.524,-94.51843,37.06878,3.0
16409,S0003978,946.2653,-94.5185,37.06855,0.0
16410,S0002303,1387.355,-94.51781,37.06916,0.0
16411,S0002303,1387.355,-94.51781,37.06916,0.0
16412,S0002306,862.0973,-94.51782,37.06891,0.0
16413,S0002320,1008.567,-94.51731,37.06911,4.0
16414,S0002317,1027.489,-94.51733,37.06903,3.0
16415,S0002321,751.1210000000001,-94.51734,37.06924,1.0
16416,S0002316,1193.567,-94.51732,37.06889,2.0
16417,S0002551,912.1058,-94.51733,37.069320000000005,2.0
16418,S0002320,1008.567,-94.51731,37.06911,4.0
16419,S0002317,1027.489,-94.51733,37.06903,2.0
16420,S0002329,1082.985,-94.51662,37.06884,4.0
16421,S0002329,1082.985,-94.51662,37.06884,1.0
16422,S0002316,1193.567,-94.51732,37.06889,2.0
16423,S0002551,912.1058,-94.51733,37.069320000000005,1.0
16424,S0002321,751.1210000000001,-94.51734,37.06924,1.0
16425,S0002311,1900.046,-94.51732,37.06845,5.0
16426,S0002333,2118.798,-94.51662,37.06843,2.0
16427,S0002315,1701.592,-94.51733,37.06873,1.0
16428,S0002332,1806.217,-94.51663,37.06857,3.0
16429,S0002327,1455.029,-94.51659,37.06912,1.0
16430,S0002333,2118.798,-94.51662,37.06843,0.0
16431,S0002315,1701.592,-94.51733,37.06873,0.0
16432,S0002314,3036.198,-94.51723,37.06862,0.0
16433,S0002315,1701.592,-94.51733,37.06873,0.0
16434,S0002495,928.2864,-94.51614,37.06868,3.0
16435,S0002490,997.2646,-94.51553,37.06868,7.0
16436,S0002494,1050.231,-94.51613,37.06856,4.0
16437,S0002495,928.2864,-94.51614,37.06868,3.0
16438,S0002711,1132.386,-94.51575,37.06841,3.0
16439,S0002710,867.0483,-94.51565,37.06842,5.0
16440,S0002489,1186.279,-94.5155,37.06882,1.0
16441,S0002491,1743.885,-94.51551,37.06855,3.0
16442,S0002492,1363.013,-94.5155,37.06841,4.0
16443,S0002489,1186.279,-94.5155,37.06882,1.0
16444,S0002493,1065.704,-94.51614,37.06842,1.0
16445,S0002710,867.0483,-94.51565,37.06842,6.0
16446,S0002711,1132.386,-94.51575,37.06841,2.0
16447,S0002499,897.8698,-94.51615,37.06898,2.0
16448,S0002488,1700.646,-94.5155,37.06896,2.0
16449,S0002490,997.2646,-94.51553,37.06868,3.0
16450,S0016046,1423.831,-94.51543,37.06985,5.0
16451,S0016102,935.783,-94.51608,37.06987,2.0
16452,S0016036,980.8945,-94.51583,37.07,2.0
16453,S0016100,4096.349,-94.5159,37.07054,3.0
16454,S0016033,1384.68,-94.51608,37.07027,3.0
16455,S0016034,1006.765,-94.5161,37.07014,2.0
16456,S0016035,1036.727,-94.51607,37.070040000000006,4.0
16457,S0016037,1007.113,-94.51607,37.06996,4.0
16458,S0016045,1601.556,-94.51543,37.06999,2.0
16459,S0016043,1552.5479999999998,-94.51543,37.0704,2.0
16460,S0016043,1552.5479999999998,-94.51543,37.0704,0.0
16461,S0016047,960.1249,-94.51498,37.07036,6.0
16462,S0016048,1062.252,-94.515,37.07025,3.0
16463,S0002532,1865.795,-94.51502,37.06841,1.0
16464,S0002709,1177.922,-94.5148,37.06839,4.0
16465,S0002709,1177.922,-94.5148,37.06839,0.0
16466,S0002709,1177.922,-94.5148,37.06839,0.0
16467,S0003976,2505.02,-94.51499,37.06865,0.0
16468,S0003981,1588.795,-94.51508,37.06771,2.0
16469,S0003981,1588.795,-94.51508,37.06771,4.0
16470,S0002743,883.8093,-94.51488,37.06768,1.0
16471,S0002538,1125.267,-94.51507,37.06743,4.0
16472,S0002533,1600.136,-94.51501,37.068090000000005,6.0
16473,S0002743,883.8093,-94.51488,37.06768,0.0
16474,S0002533,1600.136,-94.51501,37.068090000000005,0.0
16475,S0002536,1775.425,-94.51506,37.06753,0.0
16476,S0002505,1508.568,-94.51613,37.06787,2.0
16477,S0002512,1709.656,-94.51614,37.0672,7.0
16478,S0002503,1010.949,-94.51615,37.06816,4.0
16479,S0002507,1460.628,-94.51616,37.06762,1.0
16480,S0002510,1841.559,-94.51617,37.06736,4.0
16481,S0002504,1888.762,-94.51614,37.06803,7.0
16482,S0002712,635.4204,-94.51591,37.06812,4.0
16483,S0002508,1603.385,-94.51613,37.06748,18.0
16484,S0002546,873.0103,-94.51595,37.06774,0.0
16485,S0002514,1440.5220000000002,-94.51552,37.06813,0.0
16486,S0002514,1440.5220000000002,-94.51552,37.06813,0.0
16487,S0002517,1242.187,-94.51554,37.06785,0.0
16488,S0002515,1745.369,-94.51554,37.06802,0.0
16489,S0002517,1242.187,-94.51554,37.06785,0.0
16490,S0002545,1256.365,-94.51559,37.06731,0.0
16491,S0002519,1856.38,-94.51561,37.06718,0.0
16492,S0002515,1745.369,-94.51554,37.06802,0.0
16493,S0002476,1908.458,-94.51675,37.06774,5.0
16494,S0002471,1923.449,-94.51674,37.06727,2.0
16495,S0002472,1726.5839999999998,-94.5167,37.06742,3.0
16496,S0002467,1270.063,-94.51735,37.06791,1.0
16497,S0002476,1908.458,-94.51675,37.06774,3.0
16498,S0002481,1522.864,-94.51668,37.06816,5.0
16499,S0002468,1452.793,-94.51738,37.06762,1.0
16500,S0002475,1729.781,-94.51669,37.0676,2.0
16501,S0002467,1270.063,-94.51735,37.06791,1.0
16502,S0002475,1729.781,-94.51669,37.0676,1.0
16503,S0002478,1167.826,-94.51668,37.06788,6.0
16504,S0002465,1993.578,-94.5173,37.06821,1.0
16505,S0002479,2112.5170000000003,-94.51669,37.06804,1.0
16506,S0002470,1650.776,-94.51736,37.06751,0.0
16507,S0002468,1452.793,-94.51738,37.06762,0.0
16508,S0002460,892.618,-94.51791,37.06779,1.0
16509,S0002462,1000.635,-94.51785,37.06752,2.0
16510,S0002448,925.4086,-94.51855,37.06726,2.0
16511,S0002463,1552.92,-94.51788,37.06731,7.0
16512,S0002559,1141.653,-94.51851,37.06808,3.0
16513,S0002454,531.1941,-94.51827,37.067890000000006,1.0
16514,S0002463,1552.92,-94.51788,37.06731,1.0
16515,S0002453,1427.425,-94.5185,37.06768,1.0
16516,S0002459,881.2038,-94.51783,37.06791,1.0
16517,S0002461,1599.215,-94.5179,37.06764,3.0
